food,description
매생이빈대떡,매생이 밀가루나 부침가루 달걀 파프리카 고추 피망자투리들 식용유
호박고구마베이컨말이,호박고구마 정도 베이컨 모짜렐라치즈 파슬리가루 약간
사골무국,한우 국거리 적당량 무 대파 통마늘 통후추 국간장 다진마늘 후추가루 약간
김치두부부침개,신김치 두부 오징어 부침가루 물 들기름 약간
딸기브루케스타,바게트 딸기 장식용 페퍼민트 약간 설탕 물엿 버터 생크림 너트 약간
간장비빔국수,국수면 후리가케 김가루 깨소금
냉이달래된장찌개,다시마 국물멸치 감자 약간 무 약간 애호박 약간 냉이 달래 몇가닥 청고추 홍고추
자반고등어감자조림,작은 자반고등어 감자 중간사이즈 양파
캐러멜팝콘,옥수수
거피팥고물,거피팥
계란,달걀
팥고물,국산팥 물
백설기,쌀가루 설탕 대추야자 물
코다리찜,코다리 한코 찜용콩나물 미나리 대파
감자두부볼탕수,감자 두부 다진 다시마 적당량 파프리카 브로콜리
자색고구마주먹밥,자색고구마 밥 후리카케 빵가루 소세지 밀가루
닭다리살라자냐,하림닭다리살캔 라자냐용파스타 우유 파슬리가루 약간 피자치즈
수수팥경단,찹쌀가루 수수가루 끓은물 팥고물 적당히
오징어장조림,오징어 양파 마른고추 대파
쪽파김치,쪽파
또띠아롤,또띠아 체다치즈 슬라이스한 햄 올리브유 적당량 감자 피자치즈 파프리카 양파 피망 허니 머스터드 매실엑기스 꿀
흑임자버섯죽,불린쌀 표고 양송이 느타리 새송이 다시마 대파 김가루 찬물
맛살야채전,맛살 양파 당근 양송이 버섯 피망 달걀 부침가루 밀가루 물 식용유 적당량
펜네파스타,펜네 삶기전 엑스트라버진 올리브오일 가지 방울토마토 엔쵸비 페페로치니 건고추 링으로 썬것 마늘
김치비빔면,국수 김치 메추리알 참기름 고추장 케첩 매실청 다진마늘 깨소금 참기름 설탕
계란비빔밥,계란 밥
무청나물,무청
산적,꽈리고추 앞다리살 참타리버섯 올리브유 적당량
날치알깍두기볶음밥,밥 깍두기 날치알 다진양파 피자치즈
오징어찌개,오징어 호박 무 양파 홍고추 청고추 대파 약간 고추가루 고추장 국간장 맛술 다진마늘 멸치 디포리 생수
초콜릿쇼트브레드,밀가루 지름 케이크 틀 버터 칠한 것 삼각 쇼트브레드 분량
다코야끼,다코야끼믹스 물 달걀 양배추 실파 새우 가쓰오브시
김치콩나물밥,불리지 않은 쌀 돼지고기
사골우거지국,사골국물 삶은 우거지 소국거리 대파
스크램블에그,계란 호밀빵 베이컨
오일스파게티,스파게티 삶기전 중량 바지락 새우 완숙토마토 마늘 페페로치니 건고추 엑스트라버진 올리브오일
베이컨새송이버섯스파게티,삼색스파게티 베이컨 새송이버섯 마늘 페페로치니 엑스트라버진 올리브오일
퍼지너트케이크,플레인쵸콜릿 무염버터 썬 것 코코아 파우더 친 것과 여분 큼직한 달걀 바닐라 에센스 각종 견과류 썬 것 지름 밑판이 분리되는 케이크 틀 유산지 깐것
삼겹살파말이,쪽파 삼겹살 전분 올리브오일 적당량
소고기퀘사델라,또띠아 소고기 표고버섯 청피망 양파
백일송이새우고추장무침,백일송이 새우살 미나리 쪽파
콜라비새우조림,콜라비 생새우살 물 쪽파 백일송이 버섯 청양고추 대파 참치진국 다진 마늘 설탕 깨소금 참기름 후춧가루 조금 디포리다시마육수 된장
팽이버섯바지락국,바지락 사방 다시마 팽이 버섯
조개젓,바지락살 소금
고추장,소고기 다진거 잣 호두 배
연근죽,연근
강낭콩채소스프,강낭콩 삶는다 양파 감자 당근 잘게 잘라 토마토
돼지고기냉숙채,채 썬 돼지고기 숙주 풋고추 간장 설탕 다진 파 다진 마늘 참기름 깨소금 생강채 약간 물 식초 레몬즙 설탕 소금 작은술 소금 약간 후춧가루 약간
캐러멜너트호떡,중력분 굵은소금 이스트 따뜻한물
참치두부야채볶음,참치 두부 애호박 양파 청양고추 송송 대파 참기름 약간
크래미유부초밥,시판유부 밥 크래미 다진양파 다진오이피클 다진양배추 마요네즈 머스터스 소금 약간 후추 약간
또르띠아,양파 큰거 슬라이스 감자 중간크기 슬라이스 계란 작은후라이팬
시루떡,찹쌀가루 팥고물
닭가슴살고추장불고기,양파 양배추 버섯 당근 깻잎 닭가슴살 통깨 약간 플레인요구르트 생강즙 약간
바나나쉐이크,바나나
치즈스낵,슬라이스치즈 쿠킹시트
햄팽이버섯맛살전,캔햄 팽이버섯 맛살 다진 대파 밀가루 계란 물
닭가슴살치킨샐러드,닭가슴살 샐러드용 야채 방울토마토 녹말 계란 빵가루
당근샐러드,당근
양파허브튀김,양파 식빵 빵가루 파슬리가루 바질가루 식용유 적당량 튀김가루 계란
순대국,사골국 순대 대파
씨리얼강정,머쉬멜로우 스페셜 씨리얼
와플팬케익,강력분 박력분 바나나 아몬드슬라이스 생크림 달걀
꼬시래기초무침,꼬시래기 양파 당근 파프리카 피망
무청들깨나물,무청 데친거
사과새싹까나페,새싹 사과 마 어린채소 전용 드레싱
새송이버섯간장조림,새송이버섯 꽈리고추 매추리알 통깨 약간
연근칩,연근
홍시라떼,홍시 우유
시금치죽,불린쌀 물 시금치 새송이
오곡밥,고사리 다래순 더덕취 취나물 곰취 곤드레 잡곡 찹쌀 적두 대추 국간장 다진파 다진마늘 들깨가루 들기름 후추 생강가루 약간 국간장 다진파 다진마늘 들기름 소금 약간씩 소금
레드와인브레드,강력분 레드 와인 물 달걀 설탕 드라이 이스트 버터 소금 아몬드 호두 건포도 건조 블루베리
무쌈말이,파프리카삼색 적채 햄 무순 크래미 쌈무 소불고기 파프리카 팽이버섯 파 연겨자 머스터드소스 깨소금 파인애플 다진거 간장 맛술 올리고당 다진마늘 다진파 다진양파 배즙 또는 파인애플다진것
밀쌈말이,쇠고기 청피망 당근 달걀 오이 설탕 청주 간장 다진 마늘 다진 파 참기름 후춧가루 약간 겨자간장재료 간장 식초 레몬즙 설탕 물 연겨자 겨자소스재료 연겨자 설탕 식초 레몬즙 소금
파운드컵케이크,박력분 베이킹파우더 계란 우유 아몬드슬라이스
립찜,등갈비 무우 당근 양파 피망 청고추 물 청주 대파 무우 양파 통후추 생강 배 작은크기 간장 미림 설탕 물엿 참기름 깨소금 후추 다진파 다진마늘
무교동낙지볶음,낙지 대파
전자렌지푸딩,계란 설탕 우유
야콘타르트,야콘 중간크기 조청 식물성오일 밀가루박력분 소금 약간 베이킹파우더 두유 식물성오일 전분 식초 조청 아몬드가루
한방백숙,닭다리 양파 통마늘 감초 대추 엄나무
모짜렐라새우튀김,대하 빵가루 튀김오일 모짜렐라 치즈 밀가루 녹말가루 계란 소금 약간 후추 약간 소금 약간 후추 약간
치즈오징어링,오징어 전분 빵가루 파슬리가루 계란
버섯굴죽,적채 새송이버섯 굴 불린쌀
시금치빈대떡,시금치 부침가루 달걀 올리브유 적당량 물 간장 다시마물 식초 설탕
새우달래샌드위치,달래 칵테일새우 달걀 다진적양파 다진당근 포도씨유 약간 식빵 슬라이스치즈
삼겹살간장오븐구이,꽁듀 삼겹살
멸치잔치국수,갈은멸치가루 마른새우 건다시마 황태채 당근 깻잎 상추 배추 소면 깻잎 배추 상추 당근 소면 생강소스 대파 생김가루 참깨 소면 간장양념장 초고추장 초고추장 검은깨 약간
초콜릿바나나토스트,초콜릿 바나나 휘핑크림 식빵
비빔어묵당면,맛살어묵 당면 부추 배추 멸치육수 다진쪽파 대파 다진마늘 다진 청양고추 저염간장 국간장 고춧가루 참기름 참깨
조랭이떡볶이덮밥,조랭이 떡 양념된 소불고기 새송이 버섯 표고 불린거 양파 마늘 당근
호두초코칩쿠키,무염버터 박력분 베이킹소다 베이킹파우더 달걀 바닐라 오일 호두분태 초콜릿 칩
캐러멜버터링쿠키,캐러멜시럽 박력분 버터 노른자 슈가파우더 바닐라 익스트렉 캐러멜시럽
크림새우우동,우동면 새우 우유 생크림 식용유
머랭케이크,레뜨레 두뇌플러스 계란 슈가파우더 박력분 전분
소보루,중력분 옥수수가루 분유 설탕 버터 땅콩버터 올리고당 달걀
또띠아말이,또띠아 슬라이스치즈 바나나
치킨달래볼튀김,닭가슴살 달래 달걀 튀김가루 기름 적당량
카레참치전,감자 참치 양파 달걀
고구마시나몬롤,식빵믹스 인스턴트드라이이스트 달걀 우유 고구마 중간 사이즈 덧가루용 강력분 약간 남은 호떡잼믹스 설탕 계피가루
키조개미역국,미역 적당량 키조개 감자 양파 애호박 새송이버섯 멸치 키조개 들기름 참기름 국간장 천연맛소금 약간 디포리육수 된장 고추가루 청양고추 다진대파
구기자차,구기자 계피 마늘 물 물
웜샐러드,완숙토마토 양파
감자스콘,박력밀가루 베이컨 정도 베이킹파우더 소금 무염버터 삶은 감자 파마산치즈 말린 오레가노 우유 달걀 노른자
무청시래기된장지짐,무시래기 삶은것
애플팬케익,박력분 베이킹파우더 베이킹소다 달걀 꿀 우유 사과 물 설탕 리코타치즈 헤이즐넛시럽 약간 계피파우더 약간 슈가파우더 약간 아몬드슬라이스 약간
새우볶음우동,우동면 양배추 양파 실파 청양고추 새우 가쓰오브시 약간
에그브로컬리샌드위치,식빵 계란 브로컬리 약간
배삼겹살,삼겹살 배 실파 약간
너트비스킷,플레인쵸콜릿 캐슈넛 피칸 기호 호두 플레인 다크 초콜릿 무염버터 황색설탕 달걀 바닐라 에센스 박력분 소금 베이킹파우더
엔가디너,버터 설탕 소금 전란 박력분 설탕 물엿 생크림 벌꿀 버터 호두
허니쿠키,버터 설탕 계란 꿀 바닐라엑기스 중력분 베이킹소다 생강가루
전골떡볶이,떡볶이떡 신김치 어묵 만두 양배추 양파 대파 당면 약간 통깨 약간
찹쌀머핀,달걀 베이킹파우더 우유 생크림 호박씨 해바라기씨 파파야다이스 포도씨유 적당량 소보로 적당량
도미전골,도미 물 국물용멸치 미림 무우 호박 당근 미나리 쑥갓 청경채 청고추 청양고추 홍고추 두부
계란식빵,식빵 계란
크랜베리케이크,박력분 버터 레뜨레 설탕 달걀 크랜베리 설탕물
단호박초콜릿브라우니,단호박 다크초콜릿 밀크초콜릿 설탕 박력분 코코아가루 두유
감자커틀릿,하림 슬림 닭가슴살캔 감자 양파 슬라이스 햄 미니피망 계란 밀가루 빵가루
시금치새우크림파스타,펜넨 데친시금치 칵테일새우
고추튀김,돼지고기 갈은 것 양파 당근 애호박 고추
두부달래간장무침,두부 달래 녹말가루 찹쌀가루 포도씨유 적당량
알배추겉절이,알배추 굵은소금 소금물 쪽파 무채 약간
달래불고기,고기 양파 대파 달래 당근 약간 피망 약간 올리브유 간장 설탕 청주 다진마늘 다진파 참기름 후춧가루 약간
햄야채볶음,통조림햄 양파 청피망 홍피망 당근 약간
달래오이무침,달래 오이 양파
삼겹살볶음,삼겹살 맛타리버섯 팽이버섯 당근 대파 부추 청주 들기름 저염간장 올리고당 마늘소스 생강소스 후춧가루 고추장 고춧가루 저염간장 올리고당 마늘소스 생강소스 후춧가루
황태짬뽕,마른새우 황태채 짬뽕면
시나몬사과토스트,식빵
바나나초코쿠키,바나나 중간크기 버터 황설탕 계란 박력분 쵸콜렛 다진것 청크쵸콜렛 피칸 바닐라액 베이킹 소다 소금
야채스파게티,스파게티면 토마토 양파 피망 당근 로스햄
검정콩코코넛쿠키,검정콩가루 코코넛롱 계란 흰자 바닐라에센스 몇방울톡톡 콘프레이크 듬뿍 설탕
팽이버섯불고기,슬라이스돼지고기 팽이버섯 양파 대파 다진마늘
머쉬멜로쵸코,보통 판쵸코 블랙 판쵸코 화이트 판쵸코 머쉬멜로 캐슈넛
김치돈까스덮밥,돈까스 양파 달걀 대파 김치
문어볶음,자숙문어 양파 대파 당근 약간 청양고추 고추기름
무시래기조림,삶은 무시래기
황태양념구이,황태 포도씨유 적당량
닭가슴살깻잎치즈롤,닭가슴살 슬라이스치즈 깻잎 새싹 약간 허브솔트 맛술 포도씨유 간장 맛술 올리고당
굴매생이국,매생이 굴 생수
깻순,깻순 달걀 부침가루 물
어묵김치말이부침,어묵 김치 계란 밀가루
들깨된장국,봄동 붉은고추 쪽파
자반고등어샐러드,고등어 녹말가루 부침가루 포도씨유 적당량 상추 양파 달래 간장 매실액 고춧가루 참깨 참기름
고추장누룽지밥,밥 참치통조림 달래 약간 참기름 고추장
고등어추어탕,고등어 배추시래기 채썬무 청홍고추 고사리 숙주 콩나물 양파 대파
꽃게무침,암게 적당량
카레덮밥,모듬해물 감자 당근 양파
어묵튀김,환공어묵 떡갈비살 양파 생강 통마늘 칼라별 피망 대파 피스타치오와 캐슈넛 밀가루 빵가루 계란
백일송이버섯장조림,백일송이 꽈리고추 통마늘 굵은 것 생강 마른 고추 작은 것 통후추
